sov_line_id,project_id,project_name,line_number,description,scheduled_value,budgeted_labor,budgeted_material,total_budget,actual_labor_cost,actual_hours,actual_material_cost,total_actual_cost,total_billed,pct_complete,approved_co_value,pending_cos,realized_margin_pct,labor_variance_pct,material_variance_pct
PRJ-2018-056-SOV-09,PRJ-2018-056,Boston Medical Campus - New HVAC Installation,9,Equipment - Terminal Units (VAV/FCU),2321500,426900,0,2121900,194698.12000000037,2256.0,1853738.71,2048436.8300000003,2319600,99.9,3878200.0,0,11.76,-54.39,
PRJ-2019-110-SOV-01,PRJ-2019-110,Las Vegas Senior Living - HVAC Upgrade,1,General Conditions & Project Management,247700,154800,85600,240400,218489.45000000042,2584.0,0.0,218489.45000000042,247700,100.0,210200.0,0,11.79,41.14,-100.0
PRJ-2018-057-SOV-08,PRJ-2018-057,Sacramento Office Park - Core & Shell MEP,8,Equipment - Chillers/Boilers,1541900,385300,0,1581700,98070.66000000005,1182.0,1261473.38,1359544.04,1541000,99.9,1011400.0,0,11.83,-74.55,
PRJ-2018-074-SOV-08,PRJ-2018-074,Chicago Edge Data Center - Thermal Management,8,Equipment - Chillers/Boilers,473700,86800,0,453900,58822.78999999994,688.0,358822.22,417645.0099999999,472400,99.7,399200.0,0,11.83,-32.23,
PRJ-2021-265-SOV-07,PRJ-2021-265,Salt Lake City Senior Living - HVAC Upgrade,7,Equipment - RTUs/AHUs,888800,136800,0,808700,88675.58000000005,988.0,694992.3099999999,783667.89,886100,99.7,902100.0,0,11.83,-35.18,
PRJ-2018-064-SOV-08,PRJ-2018-064,Minneapolis Cloud Campus Phase 1 - Cooling,8,Equipment - Chillers/Boilers,1504400,258600,0,1440600,140512.92000000022,1614.0,1185720.9,1326233.82,1502900,99.9,1526000.0,0,11.84,-45.66,
PRJ-2020-226-SOV-09,PRJ-2020-226,Nashville Regional Medical Center - HVAC Upgrade,9,Equipment - Terminal Units (VAV/FCU),3857900,935400,0,3982600,238788.8700000005,2786.0,3159829.54,3398618.4100000006,3851200,99.8,6235400.0,0,11.9,-74.47,
PRJ-2020-205-SOV-05,PRJ-2020-205,Atlanta Apartment Complex - MEP,5,Piping - Hydronic Systems,716800,404700,310700,715400,326075.12000000034,3830.0,305322.1,631397.2200000003,716400,99.9,565000.0,0,11.91,-19.43,-1.73
PRJ-2021-252-SOV-09,PRJ-2021-252,Raleigh Office Park - Core & Shell MEP,9,Equipment - Terminal Units (VAV/FCU),1476300,363500,0,1569700,125707.3800000002,1534.0,1174679.35,1300386.7300000002,1475300,99.9,1103900.0,0,11.92,-65.42,
PRJ-2021-294-SOV-06,PRJ-2021-294,Pittsburgh Colocation Facility - HVAC,6,Piping - Refrigerant,475900,311000,194200,505200,206664.58000000025,2304.0,212527.18,419191.76000000024,475400,99.9,1019900.0,0,11.92,-33.55,9.44
PRJ-2019-083-SOV-07,PRJ-2019-083,Cincinnati Elementary Campus - Climate Systems,7,Equipment - RTUs/AHUs,1352100,273000,0,1408100,98229.06000000003,1102.0,1092373.75,1190602.81,1350200,99.9,700600.0,0,11.94,-64.02,
PRJ-2022-334-SOV-07,PRJ-2022-334,Raleigh Edge Data Center - Thermal Management,7,Equipment - RTUs/AHUs,2442300,460500,0,2281900,143292.82000000018,1646.0,2006859.17,2150151.99,2436800,99.8,2617900.0,0,11.96,-68.88,
PRJ-2020-201-SOV-09,PRJ-2020-201,Raleigh Regional Medical Center - HVAC Upgrade,9,Equipment - Terminal Units (VAV/FCU),4219700,1133400,0,4648400,260862.5200000006,2996.0,3453402.5700000003,3714265.090000001,4210200,99.8,6868500.0,0,11.98,-76.98,
PRJ-2020-239-SOV-07,PRJ-2020-239,Nashville Edge Data Center - Thermal Management,7,Equipment - RTUs/AHUs,3286200,751900,0,3428100,106468.31000000008,1252.0,2785502.67,2891970.98,3278200,99.8,4660800.0,0,12.0,-85.84,
PRJ-2021-298-SOV-07,PRJ-2021-298,San Antonio High School - New Construction,7,Equipment - RTUs/AHUs,1831600,348600,0,1914100,92282.05000000003,1048.0,1519556.94,1611838.99,1829000,99.9,1731000.0,0,12.0,-73.53,
PRJ-2022-330-SOV-08,PRJ-2022-330,Boston Mixed-Income Housing - Climate Control,8,Equipment - Chillers/Boilers,352900,60200,0,320400,34833.36999999999,400.0,275690.18,310523.55,352000,99.7,26200.0,0,12.01,-42.14,
PRJ-2022-352-SOV-07,PRJ-2022-352,Kansas City Business Center - MEP Systems,7,Equipment - RTUs/AHUs,2664100,687200,0,2753300,167733.07000000027,1924.0,2176241.64,2343974.7100000004,2657300,99.7,2259500.0,0,12.02,-75.59,
PRJ-2022-338-SOV-07,PRJ-2022-338,Salt Lake City Middle School - HVAC Systems,7,Equipment - RTUs/AHUs,900400,178400,0,901100,84917.08999999997,968.0,707296.77,792213.86,898700,99.8,1051100.0,0,12.02,-52.4,
PRJ-2019-105-SOV-09,PRJ-2019-105,Raleigh Mixed-Income Housing - Climate Control,9,Equipment - Terminal Units (VAV/FCU),1223900,307300,0,1339300,91255.93000000004,1008.0,985303.0900000001,1076559.02,1221300,99.8,597300.0,0,12.04,-70.3,
PRJ-2018-070-SOV-08,PRJ-2018-070,Portland Senior Living - HVAC Upgrade,8,Equipment - Chillers/Boilers,1179000,321100,0,1327900,65690.95999999996,808.0,970956.7199999999,1036647.6799999998,1175500,99.7,2490800.0,0,12.07,-79.54,
PRJ-2024-005-SOV-07,PRJ-2024-005,Harbor View Condominiums - 3 Buildings,7,Equipment - RTUs/AHUs,1669400,258100,0,1616800,109212.29000000014,1242.0,1358710.1700000002,1467922.4600000002,1665400,99.8,1570700.0,0,12.07,-57.69,
PRJ-2023-394-SOV-09,PRJ-2023-394,Pittsburgh Edge Data Center - Thermal Management,9,Equipment - Terminal Units (VAV/FCU),761900,188000,0,748200,96084.05000000008,1162.0,573886.32,669970.37,758200,99.5,625500.0,0,12.07,-48.89,
PRJ-2019-155-SOV-07,PRJ-2019-155,Cincinnati Mixed-Income Housing - Climate Control,7,Equipment - RTUs/AHUs,1057200,279100,0,1154300,82182.50000000003,958.0,847316.8200000001,929499.3200000001,1055300,99.8,423800.0,0,12.08,-70.55,
PRJ-2021-307-SOV-09,PRJ-2021-307,Columbus Mixed-Use Tower - Mechanical,9,Equipment - Terminal Units (VAV/FCU),2793200,430800,0,2601300,255193.29000000036,3034.0,2200724.54,2455917.8300000005,2783300,99.6,3780800.0,0,12.08,-40.76,
PRJ-2021-251-SOV-09,PRJ-2021-251,Raleigh Surgery Center - Climate Control,9,Equipment - Terminal Units (VAV/FCU),2634800,448500,0,2244000,334979.0600000001,3830.0,1980933.6999999997,2315912.76,2632600,99.9,5910500.0,0,12.1,-25.31,
PRJ-2024-003-SOV-08,PRJ-2024-003,Greenfield Elementary School - New Construction,8,Equipment - Chillers/Boilers,528800,78500,0,330400,77182.04999999996,920.0,387592.86,464774.9099999999,526800,99.6,321300.0,0,12.11,-1.68,
PRJ-2022-378-SOV-09,PRJ-2022-378,Raleigh Elementary Campus - Climate Systems,9,Equipment - Terminal Units (VAV/FCU),661000,172100,0,686000,67515.9,764.0,513232.30999999994,580748.21,659300,99.7,49300.0,0,12.14,-60.77,
PRJ-2019-146-SOV-09,PRJ-2019-146,Denver Hospital - Mechanical Systems Renovation,9,Equipment - Terminal Units (VAV/FCU),706500,178900,0,675900,98151.0100000001,1138.0,522601.44999999995,620752.4600000001,705500,99.9,409600.0,0,12.14,-45.14,
PRJ-2019-143-SOV-04,PRJ-2019-143,Indianapolis Middle School - HVAC Systems,4,Ductwork - Installation,338100,208600,152000,360600,149679.92000000016,1732.0,147364.09999999998,297044.02000000014,336900,99.6,246100.0,0,12.14,-28.25,-3.05
PRJ-2023-383-SOV-06,PRJ-2023-383,Pittsburgh High School - New Construction,6,Piping - Refrigerant,170900,94600,50300,144900,98435.59000000008,1178.0,51722.22,150157.81000000008,170500,99.8,182300.0,0,12.14,4.05,2.83
PRJ-2019-134-SOV-08,PRJ-2019-134,Minneapolis Cloud Campus Phase 1 - Cooling,8,Equipment - Chillers/Boilers,508800,83000,0,481000,65429.59999999994,750.0,381455.26,446884.8599999999,507700,99.8,508700.0,0,12.17,-21.17,
PRJ-2018-022-SOV-08,PRJ-2018-022,Tampa Office Park - Core & Shell MEP,8,Equipment - Chillers/Boilers,2657000,658900,0,2826000,106432.09000000014,1242.0,2227091.11,2333523.2,2655600,99.9,4652700.0,0,12.17,-83.85,
PRJ-2018-008-SOV-04,PRJ-2018-008,Louisville High School - New Construction,4,Ductwork - Installation,630300,393700,210400,604100,344704.98000000004,4030.0,208821.96999999997,553526.95,629200,99.8,1265300.0,0,12.18,-12.44,-0.75
PRJ-2023-390-SOV-07,PRJ-2023-390,Louisville Apartment Complex - MEP,7,Equipment - RTUs/AHUs,1503700,329100,0,1519100,147515.04000000018,1700.0,1172389.73,1319904.7700000003,1499900,99.7,1273300.0,0,12.22,-55.18,
PRJ-2018-042-SOV-07,PRJ-2018-042,Columbus Office Park - Core & Shell MEP,7,Equipment - RTUs/AHUs,2254400,614000,0,2502800,62621.65999999994,720.0,1915958.6900000002,1978580.35,2252200,99.9,1268600.0,0,12.23,-89.8,
PRJ-2021-288-SOV-07,PRJ-2021-288,Indianapolis Unified School District - HVAC Modernization,7,Equipment - RTUs/AHUs,1559200,463700,0,1757900,106670.1500000001,1236.0,1261752.2100000002,1368422.3600000003,1557700,99.9,925600.0,0,12.24,-77.0,
PRJ-2019-120-SOV-05,PRJ-2019-120,Albuquerque Senior Living - HVAC Upgrade,5,Piping - Hydronic Systems,706900,464000,272800,736800,351724.0700000001,4118.0,268672.77,620396.8400000001,706400,99.9,430700.0,0,12.24,-24.2,-1.51
PRJ-2019-150-SOV-07,PRJ-2019-150,Oklahoma City Mixed-Income Housing - Climate Control,7,Equipment - RTUs/AHUs,3620600,581300,0,3426100,150886.19000000024,1808.0,3026297.5599999996,3177183.75,3613600,99.8,3744600.0,0,12.25,-74.04,
PRJ-2019-139-SOV-08,PRJ-2019-139,Sacramento Colocation Facility - HVAC,8,Equipment - Chillers/Boilers,748400,156500,0,729000,54705.51999999997,624.0,601875.3799999999,656580.8999999999,747600,99.9,1153100.0,0,12.27,-65.04,
PRJ-2020-162-SOV-09,PRJ-2020-162,Denver Corporate Campus - HVAC Systems,9,Equipment - Terminal Units (VAV/FCU),2488900,537700,0,2580300,87341.23000000005,996.0,2096245.5300000003,2183586.7600000002,2479600,99.6,147900.0,0,12.27,-83.76,
PRJ-2020-178-SOV-08,PRJ-2020-178,Houston High School - New Construction,8,Equipment - Chillers/Boilers,1405600,325500,0,1393800,55449.229999999974,630.0,1177563.6099999999,1233012.8399999999,1400600,99.6,492600.0,0,12.28,-82.96,
PRJ-2020-165-SOV-08,PRJ-2020-165,Salt Lake City Senior Living - HVAC Upgrade,8,Equipment - Chillers/Boilers,1014700,164400,0,861800,169663.63000000027,2056.0,719970.53,889634.1600000003,1012800,99.8,1864100.0,0,12.33,3.2,
PRJ-2020-214-SOV-09,PRJ-2020-214,Raleigh Edge Data Center - Thermal Management,9,Equipment - Terminal Units (VAV/FCU),917500,177500,0,824400,112275.12000000011,1320.0,692040.4700000001,804315.5900000002,913100,99.5,877200.0,0,12.34,-36.75,
PRJ-2020-168-SOV-08,PRJ-2020-168,Cincinnati High School - New Construction,8,Equipment - Chillers/Boilers,883500,150600,0,911500,32510.95999999999,404.0,741860.43,774371.39,881900,99.8,339900.0,0,12.35,-78.41,
PRJ-2021-319-SOV-08,PRJ-2021-319,Nashville Colocation Facility - HVAC,8,Equipment - Chillers/Boilers,893100,144800,0,832100,107219.3400000001,1246.0,675198.4900000001,782417.8300000002,891600,99.8,1155700.0,0,12.39,-25.95,
PRJ-2018-016-SOV-08,PRJ-2018-016,Houston Surgery Center - Climate Control,8,Equipment - Chillers/Boilers,2573300,552400,0,2608500,134428.44000000024,1566.0,2119052.45,2253480.8900000006,2569700,99.9,4255100.0,0,12.43,-75.66,
PRJ-2019-126-SOV-07,PRJ-2019-126,Cincinnati Surgery Center - Climate Control,7,Equipment - RTUs/AHUs,6258300,1296800,0,6145400,173875.11000000022,1984.0,5306320.39,5480195.5,6250500,99.9,10305700.0,0,12.43,-86.59,
PRJ-2020-227-SOV-08,PRJ-2020-227,Phoenix Mixed-Use Tower - Mechanical,8,Equipment - Chillers/Boilers,2232600,454200,0,2202900,122230.50000000013,1428.0,1832556.93,1954787.4300000002,2231100,99.9,1563300.0,0,12.44,-73.09,
PRJ-2022-376-SOV-08,PRJ-2022-376,Columbus Regional Medical Center - HVAC Upgrade,8,Equipment - Chillers/Boilers,3752200,763500,0,3687600,179060.94000000026,2050.0,3105833.6300000004,3284894.5700000008,3745100,99.8,4062800.0,0,12.45,-76.55,
PRJ-2021-297-SOV-09,PRJ-2021-297,Kansas City Business Center - MEP Systems,9,Equipment - Terminal Units (VAV/FCU),2746600,544200,0,2895000,130682.92000000022,1526.0,2273617.92,2404300.8400000003,2734300,99.6,1554200.0,0,12.46,-75.99,
PRJ-2020-227-SOV-09,PRJ-2020-227,Phoenix Mixed-Use Tower - Mechanical,9,Equipment - Terminal Units (VAV/FCU),2203300,546700,0,2178300,219040.4400000003,2524.0,1709827.1800000002,1928867.6200000006,2199800,99.8,1563300.0,0,12.46,-59.93,
PRJ-2021-263-SOV-07,PRJ-2021-263,Phoenix Elementary Campus - Climate Systems,7,Equipment - RTUs/AHUs,1445800,226800,0,1320700,52351.82999999996,574.0,1213210.58,1265562.4100000001,1442800,99.8,1200400.0,0,12.47,-76.92,
PRJ-2020-224-SOV-07,PRJ-2020-224,San Antonio Edge Data Center - Thermal Management,7,Equipment - RTUs/AHUs,2540700,512600,0,2688200,64413.10999999995,766.0,2159501.1,2223914.21,2535700,99.8,1721900.0,0,12.47,-87.43,
PRJ-2019-140-SOV-01,PRJ-2019-140,Boston Senior Living - HVAC Upgrade,1,General Conditions & Project Management,646400,454900,181100,636000,565703.5299999996,6706.0,0.0,565703.5299999996,646400,100.0,2088800.0,0,12.48,24.36,-100.0
PRJ-2022-372-SOV-12,PRJ-2022-372,Pittsburgh Business Center - MEP Systems,12,Insulation,311400,197500,0,424600,157860.95000000013,1750.0,114537.61,272398.5600000001,304100,97.7,314900.0,0,12.52,-20.07,
PRJ-2019-130-SOV-08,PRJ-2019-130,Columbus Senior Living - HVAC Upgrade,8,Equipment - Chillers/Boilers,917500,231400,0,886700,105842.45000000007,1230.0,696695.6599999999,802538.11,914000,99.6,1564200.0,0,12.53,-54.26,
PRJ-2021-291-SOV-08,PRJ-2021-291,Columbus Hospital - Mechanical Systems Renovation,8,Equipment - Chillers/Boilers,2409400,723800,0,2801800,126738.94000000016,1510.0,1980380.3800000001,2107119.3200000003,2406500,99.9,2255400.0,0,12.55,-82.49,
PRJ-2020-232-SOV-11,PRJ-2020-232,Minneapolis Corporate Campus - HVAC Systems,11,Controls - Programming & Commissioning,272400,184300,97700,282000,137560.7700000002,1606.0,100581.53,238142.3000000002,265800,97.6,621100.0,0,12.58,-25.36,2.95
PRJ-2019-084-SOV-07,PRJ-2019-084,Sacramento Data Center - Precision Cooling Systems,7,Equipment - RTUs/AHUs,1178300,247000,0,1108400,113907.59000000005,1296.0,916185.2899999999,1030092.88,1175300,99.7,890300.0,0,12.58,-53.88,
PRJ-2019-103-SOV-04,PRJ-2019-103,Kansas City Middle School - HVAC Systems,4,Ductwork - Installation,649400,496600,278200,774800,297080.87000000064,3440.0,270649.21,567730.0800000007,647700,99.7,778100.0,0,12.58,-40.18,-2.71
PRJ-2020-168-SOV-09,PRJ-2020-168,Cincinnati High School - New Construction,9,Equipment - Terminal Units (VAV/FCU),454500,99000,0,432200,72439.70999999996,870.0,324892.41000000003,397332.12,453900,99.9,339900.0,0,12.58,-26.83,
PRJ-2022-370-SOV-07,PRJ-2022-370,Richmond Mixed-Income Housing - Climate Control,7,Equipment - RTUs/AHUs,374100,73700,0,354600,51551.43999999996,596.0,275449.02,327000.45999999996,372200,99.5,508200.0,0,12.59,-30.05,
PRJ-2021-269-SOV-10,PRJ-2021-269,Indianapolis Edge Data Center - Thermal Management,10,Controls - DDC/BAS Installation,379400,208400,154200,362600,161003.91000000018,1908.0,170625.3,331629.2100000002,370300,97.6,1011600.0,0,12.59,-22.74,10.65
PRJ-2018-019-SOV-07,PRJ-2018-019,Oklahoma City Edge Data Center - Thermal Management,7,Equipment - RTUs/AHUs,3131000,882200,0,3302400,235233.3300000002,2718.0,2501503.92,2736737.25,3127600,99.9,2044600.0,0,12.59,-73.34,
PRJ-2020-197-SOV-02,PRJ-2020-197,Chicago Corporate Campus - HVAC Systems,2,Submittals & Engineering,82400,55400,30300,85700,72006.82999999997,812.0,0.0,72006.82999999997,82400,100.0,234600.0,0,12.61,29.98,-100.0
PRJ-2019-084-SOV-06,PRJ-2019-084,Sacramento Data Center - Precision Cooling Systems,6,Piping - Refrigerant,271400,141200,107300,248500,122977.88000000014,1422.0,114141.87,237119.75000000012,270400,99.6,890300.0,0,12.63,-12.91,6.38
PRJ-2021-270-SOV-07,PRJ-2021-270,Richmond Apartment Complex - MEP,7,Equipment - RTUs/AHUs,1730500,274400,0,1741600,104949.11000000013,1206.0,1406794.8199999998,1511743.93,1728300,99.9,695900.0,0,12.64,-61.75,
PRJ-2019-127-SOV-09,PRJ-2019-127,Phoenix Mixed-Use Tower - Mechanical,9,Equipment - Terminal Units (VAV/FCU),971700,208400,0,929300,101688.98000000005,1186.0,746964.96,848653.9400000001,971100,99.9,1093300.0,0,12.66,-51.2,
PRJ-2018-049-SOV-02,PRJ-2018-049,San Antonio Data Center - Precision Cooling Systems,2,Submittals & Engineering,140900,80500,39100,119600,123039.65000000018,1440.0,0.0,123039.65000000018,140900,100.0,391700.0,0,12.68,52.84,-100.0
PRJ-2019-093-SOV-07,PRJ-2019-093,Baltimore Middle School - HVAC Systems,7,Equipment - RTUs/AHUs,1431900,292800,0,1400900,58885.13999999995,692.0,1191433.6099999999,1250318.7499999998,1427100,99.7,967300.0,0,12.68,-79.89,
PRJ-2022-349-SOV-09,PRJ-2022-349,Boston Data Center - Precision Cooling Systems,9,Equipment - Terminal Units (VAV/FCU),1721300,338500,0,1608700,211311.94000000026,2428.0,1291484.7300000002,1502796.6700000004,1719700,99.9,1982400.0,0,12.69,-37.57,
PRJ-2019-102-SOV-09,PRJ-2019-102,Indianapolis Business Center - MEP Systems,9,Equipment - Terminal Units (VAV/FCU),3332400,767700,0,3327200,403043.3800000002,4634.0,2505695.8,2908739.18,3325600,99.8,2436500.0,0,12.71,-47.5,
PRJ-2018-062-SOV-07,PRJ-2018-062,Chicago Business Center - MEP Systems,7,Equipment - RTUs/AHUs,2838400,492100,0,2696800,169214.68000000023,1980.0,2308382.38,2477597.06,2831700,99.8,1796100.0,0,12.71,-65.61,
PRJ-2022-365-SOV-08,PRJ-2022-365,Richmond Apartment Complex - MEP,8,Equipment - Chillers/Boilers,2349700,382000,0,2359700,68983.07999999996,812.0,1981421.63,2050404.71,2347600,99.9,1569300.0,0,12.74,-81.94,
PRJ-2019-145-SOV-07,PRJ-2019-145,Oklahoma City Mixed-Income Housing - Climate Control,7,Equipment - RTUs/AHUs,627900,128200,0,570900,75068.27,834.0,472708.88999999996,547777.1599999999,627300,99.9,126100.0,0,12.76,-41.44,
PRJ-2019-142-SOV-09,PRJ-2019-142,Louisville Business Center - MEP Systems,9,Equipment - Terminal Units (VAV/FCU),1852700,310800,0,1772800,109426.6100000001,1240.0,1506686.69,1616113.3,1843900,99.5,1479900.0,0,12.77,-64.79,
PRJ-2018-010-SOV-09,PRJ-2018-010,San Antonio Mixed-Income Housing - Climate Control,9,Equipment - Terminal Units (VAV/FCU),1055000,224700,0,990900,89706.53000000003,1050.0,830287.88,919994.41,1048200,99.4,408000.0,0,12.8,-60.08,
PRJ-2018-072-SOV-09,PRJ-2018-072,Richmond Corporate Campus - HVAC Systems,9,Equipment - Terminal Units (VAV/FCU),1179600,265600,0,1183400,76116.83,858.0,952366.5699999998,1028483.3999999998,1178000,99.9,1125200.0,0,12.81,-71.34,
PRJ-2022-344-SOV-09,PRJ-2022-344,Las Vegas Cloud Campus Phase 1 - Cooling,9,Equipment - Terminal Units (VAV/FCU),855200,217600,0,824900,117856.31000000011,1342.0,627669.7899999999,745526.1000000001,854300,99.9,568900.0,0,12.82,-45.84,
PRJ-2020-175-SOV-09,PRJ-2020-175,Baltimore Senior Living - HVAC Upgrade,9,Equipment - Terminal Units (VAV/FCU),1639300,230900,0,1400300,179819.6200000003,2010.0,1249255.3900000001,1429075.0100000005,1634000,99.7,2693000.0,0,12.82,-22.12,
PRJ-2023-387-SOV-07,PRJ-2023-387,Sacramento Office Park - Core & Shell MEP,7,Equipment - RTUs/AHUs,876700,215300,0,809200,114780.50000000009,1354.0,649440.59,764221.0900000001,876100,99.9,2402300.0,0,12.83,-46.69,
PRJ-2020-217-SOV-08,PRJ-2020-217,Boston Corporate Campus - HVAC Systems,8,Equipment - Chillers/Boilers,424200,72300,0,384100,64531.00999999996,736.0,305138.24,369669.24999999994,423800,99.9,273300.0,0,12.85,-10.75,
PRJ-2020-184-SOV-03,PRJ-2020-184,San Antonio Cloud Campus Phase 1 - Cooling,3,Ductwork - Fabrication,575900,377500,132200,509700,357158.86000000057,4202.0,144662.31,501821.17000000057,574900,99.8,958500.0,0,12.86,-5.39,9.43
PRJ-2018-008-SOV-07,PRJ-2018-008,Louisville High School - New Construction,7,Equipment - RTUs/AHUs,1034400,194300,0,940300,160909.39000000013,1910.0,740214.1799999999,901123.5700000001,1031800,99.7,1265300.0,0,12.88,-17.19,
PRJ-2021-245-SOV-07,PRJ-2021-245,Phoenix Residential Tower - HVAC Systems,7,Equipment - RTUs/AHUs,1467100,407200,0,1684100,58830.159999999974,666.0,1219019.3900000001,1277849.55,1463600,99.8,1344600.0,0,12.9,-85.55,
PRJ-2021-279-SOV-07,PRJ-2021-279,Baltimore Data Center - Precision Cooling Systems,7,Equipment - RTUs/AHUs,965100,218400,0,919900,98813.82000000007,1116.0,741421.2400000001,840235.0600000002,962400,99.7,751700.0,0,12.94,-54.76,
PRJ-2018-006-SOV-07,PRJ-2018-006,Kansas City Hospital - Mechanical Systems Renovation,7,Equipment - RTUs/AHUs,1380600,379400,0,1431900,91473.42000000006,1066.0,1110412.85,1201886.2700000003,1379400,99.9,1227000.0,0,12.94,-75.89,
PRJ-2019-099-SOV-07,PRJ-2019-099,San Antonio Colocation Facility - HVAC,7,Equipment - RTUs/AHUs,1234500,238100,0,1194500,60811.61999999996,706.0,1013517.41,1074329.03,1232500,99.8,731600.0,0,12.97,-74.46,
PRJ-2020-166-SOV-09,PRJ-2020-166,Portland Medical Campus - New HVAC Installation,9,Equipment - Terminal Units (VAV/FCU),3827400,947300,0,4202600,182553.54000000042,2128.0,3148595.4200000004,3331148.960000001,3823800,99.9,6137300.0,0,12.97,-80.73,
PRJ-2018-021-SOV-07,PRJ-2018-021,San Antonio Surgery Center - Climate Control,7,Equipment - RTUs/AHUs,8750600,2199200,0,9517900,178643.54000000027,2066.0,7435750.050000001,7614393.590000001,8732100,99.8,5369000.0,0,12.98,-91.88,
PRJ-2021-257-SOV-07,PRJ-2021-257,San Antonio Office Park - Core & Shell MEP,7,Equipment - RTUs/AHUs,2442400,470200,0,2407700,184941.72000000003,2140.0,1940528.81,2125470.5300000003,2439400,99.9,3656700.0,0,12.98,-60.67,
PRJ-2022-337-SOV-09,PRJ-2022-337,Oklahoma City Corporate Campus - HVAC Systems,9,Equipment - Terminal Units (VAV/FCU),2169100,537400,0,2238100,150600.2500000002,1776.0,1735558.35,1886158.6000000003,2167300,99.9,3835300.0,0,13.04,-71.98,
PRJ-2018-018-SOV-02,PRJ-2018-018,Las Vegas Unified School District - HVAC Modernization,2,Submittals & Engineering,206600,147100,68800,215900,179592.6400000003,2086.0,0.0,179592.6400000003,206600,100.0,520700.0,0,13.07,22.09,-100.0
PRJ-2021-273-SOV-07,PRJ-2021-273,Portland High School - New Construction,7,Equipment - RTUs/AHUs,499000,92400,0,482300,54358.96999999997,604.0,379419.89,433778.86,498100,99.8,198300.0,0,13.07,-41.17,
PRJ-2018-033-SOV-08,PRJ-2018-033,Pittsburgh Middle School - HVAC Systems,8,Equipment - Chillers/Boilers,1316400,373000,0,1453400,68390.29999999996,790.0,1075322.32,1143712.62,1314000,99.8,349800.0,0,13.12,-81.66,
PRJ-2020-161-SOV-07,PRJ-2020-161,Phoenix Regional Medical Center - HVAC Upgrade,7,Equipment - RTUs/AHUs,7991800,1900800,0,8440600,170522.4100000003,2042.0,6770961.33,6941483.74,7972000,99.8,6299700.0,0,13.14,-91.03,
PRJ-2021-308-SOV-07,PRJ-2021-308,Phoenix Middle School - HVAC Systems,7,Equipment - RTUs/AHUs,1378600,316800,0,1316700,177319.7800000003,2042.0,1019611.64,1196931.4200000004,1376100,99.8,2676700.0,0,13.18,-44.03,
PRJ-2019-136-SOV-07,PRJ-2019-136,Salt Lake City Medical Campus - New HVAC Installation,7,Equipment - RTUs/AHUs,1008600,290100,0,1141600,47737.699999999975,578.0,827629.28,875366.98,1007300,99.9,768500.0,0,13.21,-83.54,
PRJ-2021-301-SOV-07,PRJ-2021-301,Richmond Regional Medical Center - HVAC Upgrade,7,Equipment - RTUs/AHUs,1449400,351400,0,1425600,78769.59999999999,914.0,1178940.17,1257709.77,1445600,99.7,452300.0,0,13.23,-77.58,
PRJ-2019-107-SOV-08,PRJ-2019-107,Boston Office Park - Core & Shell MEP,8,Equipment - Chillers/Boilers,1814500,524800,0,1924700,162374.3600000003,1880.0,1411939.25,1574313.6100000003,1811000,99.8,736200.0,0,13.24,-69.06,
PRJ-2021-305-SOV-06,PRJ-2021-305,Albuquerque Senior Living - HVAC Upgrade,6,Piping - Refrigerant,315500,181600,124600,306200,143116.85000000024,1730.0,130613.94,273730.79000000027,314500,99.7,1490600.0,0,13.24,-21.19,4.83
PRJ-2019-119-SOV-07,PRJ-2019-119,Albuquerque Data Center - Precision Cooling Systems,7,Equipment - RTUs/AHUs,2820400,797500,0,3082700,101326.8100000001,1170.0,2345483.12,2446809.93,2811600,99.7,2588200.0,0,13.25,-87.29,
PRJ-2022-340-SOV-08,PRJ-2022-340,San Antonio Senior Living - HVAC Upgrade,8,Equipment - Chillers/Boilers,2653300,756500,0,2890200,72097.79,838.0,2229218.62,2301316.41,2647400,99.8,2202100.0,0,13.27,-90.47,
PRJ-2020-167-SOV-08,PRJ-2020-167,Minneapolis Mixed-Use Tower - Mechanical,8,Equipment - Chillers/Boilers,968800,267600,0,1007400,85275.08000000002,946.0,754715.49,839990.5700000001,967900,99.9,648500.0,0,13.3,-68.13,
PRJ-2018-072-SOV-08,PRJ-2018-072,Richmond Corporate Campus - HVAC Systems,8,Equipment - Chillers/Boilers,2055300,348300,0,2027100,39249.42999999997,460.0,1741972.49,1781221.92,2053500,99.9,1125200.0,0,13.34,-88.73,
PRJ-2019-102-SOV-07,PRJ-2019-102,Indianapolis Business Center - MEP Systems,7,Equipment - RTUs/AHUs,5765200,1610200,0,6506300,201999.78000000012,2304.0,4793097.109999999,4995096.89,5756500,99.8,2436500.0,0,13.36,-87.45,
PRJ-2022-334-SOV-08,PRJ-2022-334,Raleigh Edge Data Center - Thermal Management,8,Equipment - Chillers/Boilers,1600400,234200,0,1347300,159755.1300000001,1888.0,1226499.09,1386254.2200000002,1597300,99.8,2617900.0,0,13.38,-31.79,
PRJ-2022-341-SOV-09,PRJ-2022-341,Boston Medical Campus - New HVAC Installation,9,Equipment - Terminal Units (VAV/FCU),1659200,361300,0,1675600,148788.90000000017,1672.0,1287938.21,1436727.11,1655200,99.8,2780000.0,0,13.41,-58.82,
