sov_line_id,project_id,project_name,line_number,description,actual_hours,pct_complete,approved_co_value,pending_cos,actual_labor_cost_y,actual_material_cost_y,total_actual_cost_y,scheduled_value_y,total_budget_y,budgeted_material_y,budgeted_labor_y,total_billed_y,LaborCost,Variance,Budget Coverage,realized_margin_pct_y,labor_variance_pct_y,material_variance_pct_y
PRJ-2018-026-SOV-07,PRJ-2018-026,Las Vegas Surgery Center - Climate Control,7,Equipment - RTUs/AHUs,1854.0,99.9,700500.0,0,2971507.950000003,2439333.69,5410841.640000003,5488000,5166900,1153500,2542900,5453500,2971507.950000003,243941.6400000034,0.9414905247813411,1.4059467930028537,16.85508474576283,111.47236150845252
PRJ-2022-334-SOV-09,PRJ-2022-334,Raleigh Edge Data Center - Thermal Management,9,Equipment - Terminal Units (VAV/FCU),3662.0,99.9,2617900.0,0,3162180.0300000026,7217671.32,10379851.350000003,16918000,16236200,3319600,8053400,16808500,3162180.0300000026,-5856348.649999997,0.9596997281002483,38.64610858257475,-60.73484453771074,117.42593444993375
PRJ-2019-130-SOV-11,PRJ-2019-130,Columbus Senior Living - HVAC Upgrade,11,Controls - Programming & Commissioning,1532.0,97.4,1564200.0,0,2129806.980000002,3263757.37,5393564.3500000015,7207000,7069900,1416300,3379100,7148700,2129806.980000002,-1676335.6499999985,0.9809768280838074,25.162143055362822,-36.97117634873185,130.44251712207867
PRJ-2019-108-SOV-11,PRJ-2019-108,Richmond Elementary Campus - Climate Systems,11,Controls - Programming & Commissioning,2656.0,97.7,2288000.0,0,3243597.8400000026,4560810.72,7804408.560000002,10813000,10558400,2162800,5218400,10742000,3243597.8400000026,-2753991.4399999976,0.9764542680107279,27.82383649311012,-37.8430584087076,110.8752875901609
PRJ-2018-050-SOV-08,PRJ-2018-050,Boston Senior Living - HVAC Upgrade,8,Equipment - Chillers/Boilers,982.0,99.7,334700.0,0,2095251.5700000017,1521262.69,3616514.2600000016,3613000,3606200,781600,1862900,3590700,2095251.5700000017,10314.26000000164,0.9981179075560476,-0.09726709106010625,12.47257340705361,94.63442809621289
PRJ-2019-107-SOV-09,PRJ-2019-107,Boston Office Park - Core & Shell MEP,9,Equipment - Terminal Units (VAV/FCU),3480.0,99.7,736200.0,0,3051377.740000004,6873128.4799999995,9924506.220000003,16925000,17423400,3359500,9209700,16812800,3051377.740000004,-7498893.7799999975,1.0294475627769573,41.361853943869995,-66.86778353257974,104.5878398571216
PRJ-2021-283-SOV-06,PRJ-2021-283,Richmond High School - New Construction,6,Piping - Refrigerant,974.0,99.8,287300.0,0,1929809.360000002,1240507.06,3170316.4200000023,3010000,2927600,580700,1507600,2989800,1929809.360000002,242716.42000000225,0.9726245847176079,-5.326126910299078,28.00539665693831,113.62270707766488
PRJ-2023-383-SOV-03,PRJ-2023-383,Pittsburgh High School - New Construction,3,Ductwork - Fabrication,2120.0,99.7,182300.0,0,2163944.280000002,1365564.27,3529508.5500000017,3222000,3217600,665100,1612700,3199000,2163944.280000002,311908.5500000017,0.9986343885785226,-9.54402700186225,34.18145222298023,105.31713576905727
PRJ-2021-269-SOV-05,PRJ-2021-269,Indianapolis Edge Data Center - Thermal Management,5,Piping - Hydronic Systems,4248.0,99.8,1011600.0,0,3508846.7500000023,2629142.6,6137989.350000002,5968000,5580100,1215500,2631200,5930600,3508846.7500000023,557889.3500000024,0.9350033512064343,-2.8483470174263137,33.355379674673244,116.30132455779516
PRJ-2022-325-SOV-06,PRJ-2022-325,Minneapolis Apartment Complex - MEP,6,Piping - Refrigerant,1874.0,99.8,670700.0,0,3134152.2700000023,1958106.8299999998,5092259.100000002,4398000,4907800,924900,2488600,4368700,3134152.2700000023,184459.10000000242,1.1159163256025466,-15.785791268758581,25.940378927911368,111.71011244458859
PRJ-2019-089-SOV-09,PRJ-2019-089,Tampa Cloud Campus Phase 1 - Cooling,9,Equipment - Terminal Units (VAV/FCU),2786.0,99.8,1775700.0,0,2288503.720000003,5603619.149999999,7892122.870000002,12969000,11620000,2001600,5613800,12876000,2288503.720000003,-3727877.129999998,0.8959827280437968,39.14624974940241,-59.23432042466773,179.9569919064748
PRJ-2018-051-SOV-02,PRJ-2018-051,San Antonio Regional Medical Center - HVAC Upgrade,2,Submittals & Engineering,1714.0,100.0,638000.0,0,2076174.720000002,2634052.3,4710227.020000001,6433000,5977100,1060500,3005400,6390400,2076174.720000002,-1266872.9799999986,0.9291310430592259,26.78024218871442,-30.918522659213348,148.37834040546912
PRJ-2019-148-SOV-11,PRJ-2019-148,Las Vegas Middle School - HVAC Systems,11,Controls - Programming & Commissioning,1662.0,97.6,645600.0,0,1818597.2900000017,3307632.68,5126229.970000002,7547000,7582400,1461200,3623500,7496600,1818597.2900000017,-2456170.0299999984,1.0046906055386247,32.07592460580361,-49.811031047329884,126.36413085135507
PRJ-2018-050-SOV-05,PRJ-2018-050,Boston Senior Living - HVAC Upgrade,5,Piping - Hydronic Systems,2182.0,99.9,334700.0,0,2095251.5700000017,1521262.69,3616514.2600000016,3613000,3606200,781600,1862900,3590700,2095251.5700000017,10314.26000000164,0.9981179075560476,-0.09726709106010625,12.47257340705361,94.63442809621289
PRJ-2019-085-SOV-11,PRJ-2019-085,Louisville Residential Tower - HVAC Systems,11,Controls - Programming & Commissioning,1530.0,97.5,662600.0,0,1719775.0000000014,2726524.09,4446299.090000002,6578000,6499600,1447600,3359400,6529700,1719775.0000000014,-2053300.9099999983,0.9880814837336577,32.40652037093339,-48.80707864499609,88.34789237358385
PRJ-2019-090-SOV-11,PRJ-2019-090,Tampa Senior Living - HVAC Upgrade,11,Controls - Programming & Commissioning,954.0,97.2,521000.0,0,1183748.5800000005,1439599.81,2623348.3900000006,3276000,3153000,663700,1562600,3250800,1183748.5800000005,-529651.6099999994,0.9624542124542125,19.922210317460298,-24.244939203890915,116.90519963839085
PRJ-2018-033-SOV-09,PRJ-2018-033,Pittsburgh Middle School - HVAC Systems,9,Equipment - Terminal Units (VAV/FCU),1944.0,99.9,349800.0,0,1684395.3000000014,4736740.57,6421135.870000002,12190000,12291800,2232000,6491300,12106700,1684395.3000000014,-5870664.129999998,1.0083511074651355,47.32456218211647,-74.05149507802749,112.21955958781365
PRJ-2022-379-SOV-09,PRJ-2022-379,Pittsburgh Data Center - Precision Cooling Systems,9,Equipment - Terminal Units (VAV/FCU),2904.0,99.7,1354700.0,0,2318254.5400000024,4968529.91,7286784.450000003,11816000,11430200,2190000,5682800,11724700,2318254.5400000024,-4143415.549999997,0.9673493568043331,38.33120810765062,-59.205769339058165,126.87351187214612
PRJ-2020-196-SOV-09,PRJ-2020-196,Baltimore Surgery Center - Climate Control,9,Equipment - Terminal Units (VAV/FCU),3968.0,99.8,4798500.0,0,3202449.810000002,15395311.36,18597761.17,35312000,34991900,6229100,17120200,35071200,3202449.810000002,-16394138.829999998,0.9909350928862709,47.333027950838236,-81.29432010140067,147.1514562296319
PRJ-2018-053-SOV-07,PRJ-2018-053,Las Vegas High School - New Construction,7,Equipment - RTUs/AHUs,854.0,99.7,303500.0,0,1739977.110000002,1426891.84,3166868.950000002,3488000,3497000,744200,1757800,3464000,1739977.110000002,-330131.04999999795,1.0025802752293578,9.206738818807281,-1.0139316190691794,91.7349959688256
PRJ-2019-143-SOV-02,PRJ-2019-143,Indianapolis Middle School - HVAC Systems,2,Submittals & Engineering,1346.0,100.0,246100.0,0,1822418.380000002,1392629.68,3215048.060000002,3114000,3449500,727600,1687800,3091200,1822418.380000002,-234451.93999999808,1.1077392421323058,-3.2449601798330736,7.975967531698186,91.40045079714127
PRJ-2018-055-SOV-08,PRJ-2018-055,Oklahoma City Mixed-Income Housing - Climate Control,8,Equipment - Chillers/Boilers,2002.0,99.9,867600.0,0,3387795.710000003,2349968.6799999997,5737764.390000003,5485000,5210600,1076200,2586900,5449200,3387795.710000003,527164.3900000034,0.9499726526891522,-4.608284229717473,30.95967026170332,118.3579892213343
PRJ-2019-138-SOV-11,PRJ-2019-138,Albuquerque Elementary Campus - Climate Systems,11,Controls - Programming & Commissioning,2638.0,97.5,2613700.0,0,3612764.990000002,5445355.9399999995,9058120.930000002,12417000,13262700,2810400,6375600,12335900,3612764.990000002,-4204579.069999998,1.0681082387050012,27.05064886848674,-43.334509850053294,93.75732778252204
PRJ-2018-015-SOV-09,PRJ-2018-015,Minneapolis Mixed-Income Housing - Climate Control,9,Equipment - Terminal Units (VAV/FCU),3314.0,99.9,4143500.0,0,2878955.260000004,10278685.88,13157641.140000004,22510000,24682000,5014600,12088700,22370800,2878955.260000004,-11524358.859999996,1.0964904486894713,41.5475737894269,-76.18474062554283,104.97519004506842
PRJ-2023-387-SOV-11,PRJ-2023-387,Sacramento Office Park - Core & Shell MEP,11,Controls - Programming & Commissioning,1568.0,97.6,2402300.0,0,2272580.0400000024,2885646.64,5158226.6800000025,6827000,6511900,1256700,3308300,6779700,2272580.0400000024,-1353673.3199999975,0.9538450270982862,24.443728138274462,-31.30671220868717,129.620962839182
PRJ-2020-229-SOV-09,PRJ-2020-229,Denver Colocation Facility - HVAC,9,Equipment - Terminal Units (VAV/FCU),1432.0,99.7,724800.0,0,1291606.8600000008,2920387.52,4211994.380000001,7202000,7338600,1475400,3648400,7149800,1291606.8600000008,-3126605.619999999,1.0189669536239934,41.51632352124409,-64.59799199649159,97.93869594686187
PRJ-2018-048-SOV-08,PRJ-2018-048,Boston Unified School District - HVAC Modernization,8,Equipment - Chillers/Boilers,1968.0,99.7,545200.0,0,3011920.9500000025,2794892.95,5806813.900000002,6077000,5762700,1286200,2725800,6036200,3011920.9500000025,44113.900000002235,0.9482804015139049,4.446044100707549,10.496769755668153,117.29847224381902
PRJ-2018-051-SOV-01,PRJ-2018-051,San Antonio Regional Medical Center - HVAC Upgrade,1,General Conditions & Project Management,4486.0,100.0,638000.0,0,2076174.720000002,2634052.3,4710227.020000001,6433000,5977100,1060500,3005400,6390400,2076174.720000002,-1266872.9799999986,0.9291310430592259,26.78024218871442,-30.918522659213348,148.37834040546912
PRJ-2021-292-SOV-08,PRJ-2021-292,Chicago Corporate Campus - HVAC Systems,8,Equipment - Chillers/Boilers,2242.0,99.8,2572500.0,0,3690607.0100000035,6024773.35,9715380.360000003,13023000,14189600,2673500,6778000,12949400,3690607.0100000035,-4474219.639999997,1.0895799738923444,25.398292559318104,-45.5502064030687,125.35153731064146
PRJ-2021-242-SOV-09,PRJ-2021-242,Sacramento Office Park - Core & Shell MEP,9,Equipment - Terminal Units (VAV/FCU),2878.0,99.8,1568200.0,0,2427093.700000002,5884337.86,8311431.560000002,12997000,13300200,2763400,6388300,12910200,2427093.700000002,-4988768.439999998,1.0233284604139417,36.05115365084248,-62.00720535979835,112.93833176521677
PRJ-2020-220-SOV-09,PRJ-2020-220,Portland Apartment Complex - MEP,9,Equipment - Terminal Units (VAV/FCU),3638.0,99.8,1448700.0,0,3104637.390000004,7896880.18,11001517.570000004,16642000,17077000,3946700,8139600,16531800,3104637.390000004,-6075482.429999996,1.0261386852541763,33.8930563033289,-61.857617204776595,100.08817949172726
PRJ-2024-004-SOV-09,PRJ-2024-004,Summit Data Center - Phase 2 Expansion,9,Equipment - Terminal Units (VAV/FCU),1730.0,99.4,2743100.0,0,1534370.350000001,7219525.35,8753895.700000001,16340000,16487300,3407700,8198900,16205800,1534370.350000001,-7733404.299999999,1.009014687882497,46.42658690330477,-81.28565600263448,111.85918214631569
PRJ-2022-380-SOV-09,PRJ-2022-380,Portland Mixed-Income Housing - Climate Control,9,Equipment - Terminal Units (VAV/FCU),2466.0,99.9,1462200.0,0,2137958.5000000023,7507154.16,9645112.660000002,17710000,17398300,3754000,8459700,17594200,2137958.5000000023,-7753187.339999998,0.9823997741389046,45.53860722755505,-74.72772675153963,99.97746830047949
PRJ-2022-354-SOV-09,PRJ-2022-354,Las Vegas Colocation Facility - HVAC,9,Equipment - Terminal Units (VAV/FCU),1428.0,99.5,851000.0,0,1166716.3700000003,4997567.65,6164284.0200000005,11352000,10877300,2274000,5295600,11265900,1166716.3700000003,-4713015.9799999995,0.9581835799859055,45.69869608879492,-77.96819302817433,119.76990545294638
PRJ-2018-028-SOV-09,PRJ-2018-028,Louisville Elementary Campus - Climate Systems,9,Equipment - Terminal Units (VAV/FCU),1574.0,99.9,896500.0,0,1413443.560000001,4326620.58,5740064.140000001,10351000,9924300,2091100,5080700,10282500,1413443.560000001,-4184235.8599999994,0.9587769297652401,44.54580098541203,-72.18014131910955,106.90644062933386
PRJ-2022-360-SOV-08,PRJ-2022-360,Denver Senior Living - HVAC Upgrade,8,Equipment - Chillers/Boilers,1326.0,99.9,932400.0,0,2135462.820000002,3466794.0000000005,5602256.820000002,8177000,8278000,1703600,4169800,8119500,2135462.820000002,-2675743.179999998,1.012351718234071,31.487626024214233,-48.78740419204753,103.49812162479456
PRJ-2018-073-SOV-09,PRJ-2018-073,Minneapolis Middle School - HVAC Systems,9,Equipment - Terminal Units (VAV/FCU),834.0,99.6,350400.0,0,658040.86,2268813.65,2926854.51,5550000,5668300,1107500,2810300,5505200,658040.86,-2741445.49,1.0213153153153154,47.26388270270271,-76.58467565740314,104.85902031602707
PRJ-2021-279-SOV-11,PRJ-2021-279,Baltimore Data Center - Precision Cooling Systems,11,Controls - Programming & Commissioning,1618.0,97.6,751700.0,0,1757119.5100000014,2554435.35,4311554.860000001,6492000,6432400,1254900,3352500,6441500,1757119.5100000014,-2120845.1399999987,0.9908194701170672,33.58664725816388,-47.587784936614426,103.55688501075784
PRJ-2022-335-SOV-09,PRJ-2022-335,Louisville Mixed-Income Housing - Climate Control,9,Equipment - Terminal Units (VAV/FCU),1974.0,99.8,668200.0,0,1829434.6200000013,5639602.92,7469037.540000002,12951000,13489000,3027500,6456100,12867000,1829434.6200000013,-6019962.459999998,1.041541193730214,42.328487838776915,-71.66347144560956,86.27920462427745
PRJ-2021-283-SOV-03,PRJ-2021-283,Richmond High School - New Construction,3,Ductwork - Fabrication,2284.0,99.9,287300.0,0,1929809.360000002,1240507.06,3170316.4200000023,3010000,2927600,580700,1507600,2989800,1929809.360000002,242716.42000000225,0.9726245847176079,-5.326126910299078,28.00539665693831,113.62270707766488
PRJ-2022-328-SOV-09,PRJ-2022-328,Richmond High School - New Construction,9,Equipment - Terminal Units (VAV/FCU),2970.0,99.6,1236100.0,0,2267776.490000002,6775763.98,9043540.470000003,15085000,16640100,3045800,8255000,14984700,2267776.490000002,-7596559.5299999975,1.1030891614186278,40.04944998342722,-72.52844954572983,122.46253792107164
PRJ-2021-264-SOV-09,PRJ-2021-264,Boston Edge Data Center - Thermal Management,9,Equipment - Terminal Units (VAV/FCU),4774.0,99.8,2340900.0,0,4034718.570000002,9042066.22,13076784.790000003,19784000,21265000,4245500,10453700,19658000,4034718.570000002,-8188215.209999997,1.0748584714921148,33.90222002628385,-61.40391851688874,112.98000753739255
PRJ-2019-122-SOV-07,PRJ-2019-122,Denver Office Park - Core & Shell MEP,7,Equipment - RTUs/AHUs,672.0,99.9,-15900.0,0,1269708.7700000007,1458037.48,2727746.250000001,3259000,3483600,719400,1691900,3235900,1269708.7700000007,-755853.7499999991,1.0689168456581775,16.30112764651731,-24.95367515810623,102.67410063942172
PRJ-2018-013-SOV-08,PRJ-2018-013,Indianapolis Unified School District - HVAC Modernization,8,Equipment - Chillers/Boilers,1106.0,99.9,313800.0,0,2042211.880000002,1874186.33,3916398.210000002,4495000,4543000,897500,2325100,4468600,2042211.880000002,-626601.7899999982,1.010678531701891,12.872119911012195,-12.166707668487293,108.82298941504177
PRJ-2019-103-SOV-08,PRJ-2019-103,Kansas City Middle School - HVAC Systems,8,Equipment - Chillers/Boilers,1970.0,99.7,778100.0,0,3314560.3200000036,2501099.31,5815659.630000004,5820000,6207900,1169900,3075500,5777700,3314560.3200000036,-392240.3699999964,1.0666494845360825,0.07457680412364925,7.773055438140256,113.78744422600222
PRJ-2022-372-SOV-03,PRJ-2022-372,Pittsburgh Business Center - MEP Systems,3,Ductwork - Fabrication,3614.0,99.8,314900.0,0,3354134.130000003,3187487.02,6541621.150000003,7056000,6620200,1356100,3201100,7009500,3354134.130000003,-78578.84999999683,0.9382369614512471,7.289949688208572,4.780673206085506,135.04808052503503
PRJ-2021-258-SOV-09,PRJ-2021-258,Portland Unified School District - HVAC Modernization,9,Equipment - Terminal Units (VAV/FCU),1394.0,99.8,325700.0,0,1291126.0900000008,2785635.31,4076761.400000001,6385000,6168100,1186500,3090100,6342300,1291126.0900000008,-2091338.5999999992,0.9660297572435396,36.15095693030539,-58.21733633215751,134.77752296670883
PRJ-2020-222-SOV-08,PRJ-2020-222,Oklahoma City Corporate Campus - HVAC Systems,8,Equipment - Chillers/Boilers,2034.0,99.8,767600.0,0,3459640.750000003,4112716.96,7572357.710000003,10170000,9500300,2014800,4791600,10103800,3459640.750000003,-1927942.2899999972,0.934149459193707,25.5422054080629,-27.797797186743413,104.12532062735755
PRJ-2023-392-SOV-09,PRJ-2023-392,Las Vegas Corporate Campus - HVAC Systems,9,Equipment - Terminal Units (VAV/FCU),1008.0,99.6,277000.0,0,868685.06,3893722.9,4762407.96,9070000,9740000,2032600,4848000,8992200,868685.06,-4977592.04,1.0738699007717751,47.492745755237046,-82.08157879537954,91.56365738463052
PRJ-2020-163-SOV-08,PRJ-2020-163,Nashville High School - New Construction,8,Equipment - Chillers/Boilers,1984.0,99.8,1874200.0,0,3440685.1800000034,2929643.07,6370328.250000004,7125000,7626700,1412700,3868000,7078600,3440685.1800000034,-1256371.7499999963,1.0704140350877194,10.591884210526263,-11.04743588417778,107.37899554045444
PRJ-2022-323-SOV-09,PRJ-2022-323,Indianapolis Unified School District - HVAC Modernization,9,Equipment - Terminal Units (VAV/FCU),1236.0,99.7,801800.0,0,1092075.2500000005,2810765.47,3902840.7200000007,6565000,6463100,1298100,3230900,6518400,1092075.2500000005,-2560259.2799999993,0.9844782939832445,40.55078872810357,-66.19903896747034,116.52919420691781
PRJ-2020-169-SOV-09,PRJ-2020-169,Portland Colocation Facility - HVAC,9,Equipment - Terminal Units (VAV/FCU),1484.0,99.8,680800.0,0,1095366.8100000005,4662776.03,5758142.840000001,10657000,11202900,2383200,5491800,10566500,1095366.8100000005,-5444757.159999999,1.0512245472459416,45.968444778080126,-80.0545028952256,95.65189786841223
PRJ-2020-205-SOV-02,PRJ-2020-205,Atlanta Apartment Complex - MEP,2,Submittals & Engineering,2864.0,100.0,565000.0,0,3862304.2500000014,3095056.9,6957361.150000001,7258000,7596100,1665200,3754100,7214000,3862304.2500000014,-638738.8499999987,1.0465830807384955,4.14217208597408,2.8822953570763006,85.86697693970694
PRJ-2022-375-SOV-02,PRJ-2022-375,Pittsburgh Mixed-Income Housing - Climate Control,2,Submittals & Engineering,2424.0,100.0,2024700.0,0,3476017.7400000044,4872325.49,8348343.230000004,11214000,10911100,2315500,5317100,11148900,3476017.7400000044,-2562756.769999996,0.9729891207419298,25.55427831282322,-34.62568430159289,110.42217620384366
PRJ-2018-049-SOV-08,PRJ-2018-049,San Antonio Data Center - Precision Cooling Systems,8,Equipment - Chillers/Boilers,1086.0,99.7,391700.0,0,1944894.370000002,2084057.6,4028951.970000002,4707000,4775900,1019800,2293300,4672100,1944894.370000002,-746948.0299999979,1.0146377735287868,14.405099426386188,-15.192326778005407,104.35944302804472
PRJ-2019-114-SOV-09,PRJ-2019-114,Tampa Colocation Facility - HVAC,9,Equipment - Terminal Units (VAV/FCU),2310.0,99.7,1690400.0,0,1969485.3200000017,9625658.28,11595143.600000001,21934000,20422600,4282400,9983800,21794400,1969485.3200000017,-8827456.399999999,0.9310932798395185,47.1362104495304,-80.27318936677416,124.77251728002987
PRJ-2019-103-SOV-06,PRJ-2019-103,Kansas City Middle School - HVAC Systems,6,Piping - Refrigerant,1942.0,99.9,778100.0,0,3314560.3200000036,2501099.31,5815659.630000004,5820000,6207900,1169900,3075500,5777700,3314560.3200000036,-392240.3699999964,1.0666494845360825,0.07457680412364925,7.773055438140256,113.78744422600222
PRJ-2019-125-SOV-11,PRJ-2019-125,Boston Mixed-Income Housing - Climate Control,11,Controls - Programming & Commissioning,2854.0,97.6,1381700.0,0,3609036.7900000033,5867693.67,9476730.460000003,14385000,14917100,3453600,7347500,14284500,3609036.7900000033,-5440369.539999997,1.0369899200556134,34.12074758428917,-50.880751412044866,69.90078961084086
PRJ-2020-174-SOV-07,PRJ-2020-174,Louisville Cloud Campus Phase 1 - Cooling,7,Equipment - RTUs/AHUs,2268.0,99.8,1364300.0,0,3444668.8100000033,3777847.21,7222516.020000003,8026000,8590700,1766600,3991300,7974800,3444668.8100000033,-1368183.9799999967,1.070358833790182,10.011013954647355,-13.695567609550691,113.84847786708931
PRJ-2020-205-SOV-07,PRJ-2020-205,Atlanta Apartment Complex - MEP,7,Equipment - RTUs/AHUs,2356.0,99.9,565000.0,0,3862304.2500000014,3095056.9,6957361.150000001,7258000,7596100,1665200,3754100,7214000,3862304.2500000014,-638738.8499999987,1.0465830807384955,4.14217208597408,2.8822953570763006,85.86697693970694
PRJ-2020-233-SOV-08,PRJ-2020-233,Kansas City Middle School - HVAC Systems,8,Equipment - Chillers/Boilers,772.0,99.9,276700.0,0,1605895.5900000015,1830880.86,3436776.4500000016,4218000,4193700,829500,2097100,4188800,1605895.5900000015,-756923.5499999984,0.9942389758179232,18.52118421052628,-23.423032282676008,120.72101989150093
PRJ-2018-037-SOV-09,PRJ-2018-037,Albuquerque Business Center - MEP Systems,9,Equipment - Terminal Units (VAV/FCU),4818.0,99.9,5799600.0,0,4144708.6900000027,14671677.73,18816386.42,33532000,36302900,7034500,17793100,33327600,4144708.6900000027,-17486513.58,1.082634498389598,43.88528444470953,-76.70609005738177,108.56745653564575
PRJ-2020-195-SOV-09,PRJ-2020-195,San Antonio Senior Living - HVAC Upgrade,9,Equipment - Terminal Units (VAV/FCU),3148.0,99.8,3216600.0,0,2729084.960000002,7320217.37,10049302.330000002,16764000,16988600,3223200,8382200,16644800,2729084.960000002,-6939297.669999998,1.0133977570985444,40.054269088523014,-67.44190117153013,127.11024354678582
PRJ-2021-283-SOV-05,PRJ-2021-283,Richmond High School - New Construction,5,Piping - Hydronic Systems,2060.0,99.7,287300.0,0,1929809.360000002,1240507.06,3170316.4200000023,3010000,2927600,580700,1507600,2989800,1929809.360000002,242716.42000000225,0.9726245847176079,-5.326126910299078,28.00539665693831,113.62270707766488
PRJ-2022-374-SOV-07,PRJ-2022-374,Houston Colocation Facility - HVAC,7,Equipment - RTUs/AHUs,1532.0,99.9,1285900.0,0,2399480.870000003,2237355.38,4636836.250000003,5458000,5195300,1124600,2679700,5423500,2399480.870000003,-558463.7499999972,0.9518688164162697,15.045140161231169,-10.457108258387024,98.9467704072559
PRJ-2021-266-SOV-09,PRJ-2021-266,Salt Lake City Surgery Center - Climate Control,9,Equipment - Terminal Units (VAV/FCU),1880.0,99.6,1917800.0,0,1734271.6500000018,6483729.34,8218000.990000002,14520000,14694400,3137000,7127400,14421000,1734271.6500000018,-6476399.009999998,1.0120110192837466,43.40219703856748,-75.6675414597188,106.68566592285622
PRJ-2022-370-SOV-08,PRJ-2022-370,Richmond Mixed-Income Housing - Climate Control,8,Equipment - Chillers/Boilers,646.0,99.9,508200.0,0,1055798.0600000003,1324926.1500000001,2380724.2100000004,3301000,3506600,729600,1840600,3274200,1055798.0600000003,-1125875.7899999996,1.0622841563162677,27.878697061496503,-42.63837552971855,81.5962376644737
PRJ-2023-387-SOV-08,PRJ-2023-387,Sacramento Office Park - Core & Shell MEP,8,Equipment - Chillers/Boilers,1272.0,99.8,2402300.0,0,2272580.0400000024,2885646.64,5158226.6800000025,6827000,6511900,1256700,3308300,6779700,2272580.0400000024,-1353673.3199999975,0.9538450270982862,24.443728138274462,-31.30671220868717,129.620962839182
PRJ-2020-183-SOV-11,PRJ-2020-183,Kansas City Elementary Campus - Climate Systems,11,Controls - Programming & Commissioning,3202.0,97.6,2204300.0,0,4174757.0100000026,5839290.72,10014047.730000002,14144000,14853100,3198800,7500500,14052900,4174757.0100000026,-4839052.269999998,1.0501343325791854,29.19932317590496,-44.34028384774345,82.54628985869701
PRJ-2019-153-SOV-03,PRJ-2019-153,Indianapolis Middle School - HVAC Systems,3,Ductwork - Fabrication,3392.0,99.8,1328800.0,0,2888750.7800000026,2132849.86,5021600.640000002,4947000,5328200,1097200,2708000,4912400,2888750.7800000026,-306599.35999999754,1.0770568021022842,-1.5079975742874967,6.674696454948396,94.39025337222019
PRJ-2020-225-SOV-05,PRJ-2020-225,Salt Lake City Residential Tower - HVAC Systems,5,Piping - Hydronic Systems,3044.0,99.8,574700.0,0,2740009.9100000034,2145317.7199999997,4885327.630000004,5017000,5158400,1062600,2636700,4981700,2740009.9100000034,-273072.3699999964,1.0281841738090491,2.62452401833758,3.918151856487405,101.89325428194991
PRJ-2021-285-SOV-11,PRJ-2021-285,Atlanta Mixed-Income Housing - Climate Control,11,Controls - Programming & Commissioning,1526.0,97.3,678300.0,0,1727268.2000000018,2684070.73,4411338.930000002,6250000,6017800,1213500,2952000,6207100,1727268.2000000018,-1606461.0699999984,0.962848,29.418577119999973,-41.48820460704601,121.18423815409972
PRJ-2020-180-SOV-07,PRJ-2020-180,Kansas City Senior Living - HVAC Upgrade,7,Equipment - RTUs/AHUs,2082.0,99.9,1672000.0,0,3467223.750000003,3906046.14,7373269.890000003,8550000,8740000,1911400,4408200,8496900,3467223.750000003,-1366730.1099999966,1.0222222222222221,13.762925263157854,-21.346042602422692,104.35524432353249
PRJ-2021-303-SOV-07,PRJ-2021-303,Nashville Unified School District - HVAC Modernization,7,Equipment - RTUs/AHUs,2286.0,99.9,497500.0,0,3623177.5800000024,4010053.4699999997,7633231.050000003,9518000,9298600,2013900,4775900,9455400,3623177.5800000024,-1665368.9499999974,0.9769489388527002,19.80215328850596,-24.13623442701894,99.11879785490837
PRJ-2019-153-SOV-07,PRJ-2019-153,Indianapolis Middle School - HVAC Systems,7,Equipment - RTUs/AHUs,1706.0,99.8,1328800.0,0,2888750.7800000026,2132849.86,5021600.640000002,4947000,5328200,1097200,2708000,4912400,2888750.7800000026,-306599.35999999754,1.0770568021022842,-1.5079975742874967,6.674696454948396,94.39025337222019
PRJ-2019-128-SOV-15,PRJ-2019-128,Kansas City High School - New Construction,15,Closeout Documentation & Training,562.0,97.8,133700.0,0,2227059.3300000024,1428588.4,3655647.7300000023,3238000,3348800,712900,1632100,3218200,2227059.3300000024,306847.7300000023,1.0342186534898086,-12.898323965410817,36.45360762208213,100.39113480151494
PRJ-2023-382-SOV-09,PRJ-2023-382,Baltimore Corporate Campus - HVAC Systems,9,Equipment - Terminal Units (VAV/FCU),1928.0,99.8,451100.0,0,1696514.1300000013,4439140.33,6135654.460000001,10081000,10814900,2209600,5240500,10014000,1696514.1300000013,-4679245.539999999,1.0728003174288265,39.13645015375458,-67.62686518461976,100.90244071325128
PRJ-2021-267-SOV-07,PRJ-2021-267,Raleigh Corporate Campus - HVAC Systems,7,Equipment - RTUs/AHUs,2188.0,99.8,2232000.0,0,3506680.840000002,4710448.99,8217129.830000002,11491000,11279300,2258300,5629400,11418900,3506680.840000002,-3062170.169999998,0.9815768862588112,28.49073335653988,-37.707733683873904,108.58384581322234
PRJ-2021-298-SOV-09,PRJ-2021-298,San Antonio High School - New Construction,9,Equipment - Terminal Units (VAV/FCU),2366.0,99.8,1731000.0,0,1956637.510000002,4690931.4399999995,6647568.950000002,11208000,11432200,2249200,5635900,11138700,1956637.510000002,-4784631.049999998,1.0200035688793718,40.689070753033526,-65.28260774676623,108.55999644317977
